product_id,product_name,rating,review_title,review_text,word_count,text,label,sentiment
16567,Magnesium,1,Very clear,What is the magnesium effect? My world is clearer and my hair is better. Concentration also improved. I recommend it.,20,Very clear What is the magnesium effect? My world is clearer and my hair is better. Concentration also improved. I recommend it.,0,negative
16567,Magnesium,2,I don't think it works properly.,"I bought it to improve the quality of sleep and relaxation. I used two tablets before bed, and I do not think it changed anything in the muscles or even in the depth of sleep or joints. I do not find any benefit from it. The package is large and the quantity is abundant. The type of magnesium may not be suitable for me. The ingredients are clear. There is no taste. I do not think it has anything to do with hormones.",83,"I don't think it works properly. I bought it to improve the quality of sleep and relaxation. I used two tablets before bed, and I do not think it changed anything in the muscles or even in the depth of sleep or joints. I do not find any benefit from it. The package is large and the quantity is abundant. The type of magnesium may not be suitable for me. The ingredients are clear. There is no taste. I do not think it has anything to do with hormones.",0,negative
16567,Magnesium,2,It didn't suit my constitution,"When I drank it before a meal, my stomach felt loose, so when I tried it after a meal, I still had stomach pain and a loose stomach, so it didn't seem to suit my constitution. After changing the manufacturer, Thorne Research's magnesium was fine. There may be something that is not suitable for you depending on your constitution.",59,"It didn't suit my constitution When I drank it before a meal, my stomach felt loose, so when I tried it after a meal, I still had stomach pain and a loose stomach, so it didn't seem to suit my constitution. After changing the manufacturer, Thorne Research's magnesium was fine. There may be something that is not suitable for you depending on your constitution.",0,negative
64009,LactoBif,5,Excellent,"Very high quality probiotics, with a large amount of good bacteria and microbiome. Very helpful for the digestive system. After using it for a long time, you feel relief in the abdominal swelling, gas and stools.",36,"Excellent Very high quality probiotics, with a large amount of good bacteria and microbiome. Very helpful for the digestive system. After using it for a long time, you feel relief in the abdominal swelling, gas and stools.",1,positive
62118,Omega,2,excellent,"Excellent every day, his love after lunch is very good, his senses are great, and there are many benefits that you will not miss",24,"excellent Excellent every day, his love after lunch is very good, his senses are great, and there are many benefits that you will not miss",0,negative
62118,Omega,5,good packaging and not smelly,"I had ordered this a few times over the years. Omega-3 is a good supplement to take. This one is good for the quality, texture and not doesn't really have a strong smell/taste.",33,"good packaging and not smelly I had ordered this a few times over the years. Omega-3 is a good supplement to take. This one is good for the quality, texture and not doesn't really have a strong smell/taste.",1,positive
61865,VitaminC,1,Not satisfied,"A chemical formula that causes long-term damage, such as low copper, it is okay to use it when sick.",19,"Not satisfied A chemical formula that causes long-term damage, such as low copper, it is okay to use it when sick.",0,negative
61865,VitaminC,4,Excited for long term results,"I tried these after watching a Japanese beauty guru on Youtube recommend these as part of a skincare routine. I am also trying a lot of other skincare products so it is difficult to narrow the exact effects, but do feel like my skin looks more even and acne scars are less noticeable. I was also worried about having stomach issues as taking too much Vitamin C has this effect on me sometimes; however I have had no issues so far. The only complaint I have is that the pills are extremely large and slightly difficult to swallow, although I believe it is manageable for most users. There is no signature bitter taste like I have experienced with other supplements. Overall, excited to continue trying this and seeing results!",129,"Excited for long term results I tried these after watching a Japanese beauty guru on Youtube recommend these as part of a skincare routine. I am also trying a lot of other skincare products so it is difficult to narrow the exact effects, but do feel like my skin looks more even and acne scars are less noticeable. I was also worried about having stomach issues as taking too much Vitamin C has this effect on me sometimes; however I have had no issues so far. The only complaint I have is that the pills are extremely large and slightly difficult to swallow, although I believe it is manageable for most users. There is no signature bitter taste like I have experienced with other supplements. Overall, excited to continue trying this and seeing results!",1,positive
64009,LactoBif,2,Not good,"I was using it for one month, but I didnt saw any efect.",13,"Not good I was using it for one month, but I didnt saw any efect.",0,negative
16567,Magnesium,5,works,"as a mom of 2 pre-teen with a full time job, I found myself hard to fall asleep since the last year. Since I started taking this, falling asleep has been easier.",32,"works as a mom of 2 pre-teen with a full time job, I found myself hard to fall asleep since the last year. Since I started taking this, falling asleep has been easier.",1,positive
61865,VitaminC,4,Good quality,Good quality and affordable price for daily dosage. Its good supplementary along with Collagen,14,Good quality Good quality and affordable price for daily dosage. Its good supplementary along with Collagen,1,positive
67051,VeganVitaB,2,Below average,"I think I need to eat more, but I take one a day",13,"Below average I think I need to eat more, but I take one a day",0,negative
16567,Magnesium,4,Works well,"Have had success with better sleep since taking these, I usually take 3 at night. The only issue is the tablets are big and awkwardly shaped, one of the only tablets I've ever had trouble swallowing.",36,"Works well Have had success with better sleep since taking these, I usually take 3 at night. The only issue is the tablets are big and awkwardly shaped, one of the only tablets I've ever had trouble swallowing.",1,positive
67051,VeganVitaB,1,Life Extension products don't do well with my system,"I feel no results from their products, rice powder? Not sure I just won't use them",16,"Life Extension products don't do well with my system I feel no results from their products, rice powder? Not sure I just won't use them",0,negative
61865,VitaminC,2,Too many ingredients can really affect the organs,"Although this type of product is really cheap, it makes me have problems when I go to the toilet. Too many ingredients really affect the organs. If you are not afraid, you can try it.",35,"Too many ingredients can really affect the organs Although this type of product is really cheap, it makes me have problems when I go to the toilet. Too many ingredients really affect the organs. If you are not afraid, you can try it.",0,negative
16567,Magnesium,2,normal,"It's not your case, I didn't like it very much... I won't buy it again... and the rating is for the points",22,"normal It's not your case, I didn't like it very much... I won't buy it again... and the rating is for the points",0,negative
62118,Omega,1,fish oil,The product is very weak. There are other better and stronger alternatives that can be searched,16,fish oil The product is very weak. There are other better and stronger alternatives that can be searched,0,negative
64009,LactoBif,2,I don't see much effect,"It's made with high-quality ingredients and comes in a generous size, so I think it's a supplement you can take with confidence. However, I didn't notice much of an effect on my health, so I won't be buying it again.",40,"I don't see much effect It's made with high-quality ingredients and comes in a generous size, so I think it's a supplement you can take with confidence. However, I didn't notice much of an effect on my health, so I won't be buying it again.",0,negative
16567,Magnesium,2,Tablets are way too big and thick to swallow comfortable,magnesium is of good quality but due to huge tablets I had to throw away the bottle.,17,Tablets are way too big and thick to swallow comfortable magnesium is of good quality but due to huge tablets I had to throw away the bottle.,0,negative
67051,VeganVitaB,2,usually,"The refreshing effect is average, and I don't feel any help for the nervous system. It's better to buy Helitamin",20,"usually The refreshing effect is average, and I don't feel any help for the nervous system. It's better to buy Helitamin",0,negative
64009,LactoBif,1,It didn't work at all.,"Even if I take two a day, I don't get any. I guess it depends on the person, but I don't get any at all. I feel like Now Foods works better.",32,"It didn't work at all. Even if I take two a day, I don't get any. I guess it depends on the person, but I don't get any at all. I feel like Now Foods works better.",0,negative
62118,Omega,2,The known is not known,"The quality is excellent, the quantity is appropriate, and the benefit is great, and everyone needs to take it. It is nice",22,"The known is not known The quality is excellent, the quantity is appropriate, and the benefit is great, and everyone needs to take it. It is nice",0,negative
64009,LactoBif,4,"Good value, nice packaging",I actually don't know if the Probiotics works. I just take it for a healthier gut. Like that it is individually packed so it won't stick together like others. But my friend says it has a smell which she doesn't like but I can live with it. Prefers a smaller capsule anytime though.,53,"Good value, nice packaging I actually don't know if the Probiotics works. I just take it for a healthier gut. Like that it is individually packed so it won't stick together like others. But my friend says it has a smell which she doesn't like but I can live with it. Prefers a smaller capsule anytime though.",1,positive
64009,LactoBif,4,Very Beneficial,"This a good quality probiotic supplement. I have seen results but it does take time to work. Helps with my gut health and my constipation. The size of the capsule is small to swallow. It has no scent and a slight taste before you swallow it. It's not bad though. Great packaging, it's easy to open.",56,"Very Beneficial This a good quality probiotic supplement. I have seen results but it does take time to work. Helps with my gut health and my constipation. The size of the capsule is small to swallow. It has no scent and a slight taste before you swallow it. It's not bad though. Great packaging, it's easy to open.",1,positive
16567,Magnesium,5,Better sleep,"Since i started taking these pills, i have noticed that my sleep has gotten a lot better.",17,"Better sleep Since i started taking these pills, i have noticed that my sleep has gotten a lot better.",1,positive
64009,LactoBif,4,Pro-biotics,Reasonably priced & it works for me. The size is small and easy to swallow .,16,Pro-biotics Reasonably priced & it works for me. The size is small and easy to swallow .,1,positive
64009,LactoBif,2,Gas Attack!,Cant say it helped with digestion but made me super gassy! I had to stop taking the pills because my farts where getting out of control! I had to excuse myself at work because the build-up would kill me.,39,Gas Attack! Cant say it helped with digestion but made me super gassy! I had to stop taking the pills because my farts where getting out of control! I had to excuse myself at work because the build-up would kill me.,0,negative
62118,Omega,5,timely,Great to find a source so efficient and timely. The shipping is very quick.,14,timely Great to find a source so efficient and timely. The shipping is very quick.,1,positive
62118,Omega,1,nutritional supplement,"There are no side effects, convenient to use and store, relatively large packaging, thermal partition, have been ordering it for several years",22,"nutritional supplement There are no side effects, convenient to use and store, relatively large packaging, thermal partition, have been ordering it for several years",0,negative
64009,LactoBif,4,Great well known probiotic,I bought this when it was on a great deal! This is already well known probiotics. The size is perfect to take it daily.,24,Great well known probiotic I bought this when it was on a great deal! This is already well known probiotics. The size is perfect to take it daily.,1,positive
61865,VitaminC,2,A product that would be improved if only the price were a little cheaper,"I recommend lowering the price a little, not to mention the ingredients.",12,"A product that would be improved if only the price were a little cheaper I recommend lowering the price a little, not to mention the ingredients.",0,negative
16567,Magnesium,1,"Very bad, the pill is very big","I almost choked on the pill and it got stuck in my throat. Science has advanced, can't they make a pill smaller than this!! I will not buy again.",29,"Very bad, the pill is very big I almost choked on the pill and it got stuck in my throat. Science has advanced, can't they make a pill smaller than this!! I will not buy again.",0,negative
16567,Magnesium,1,Document,"Excellent magnesium ... Firstly, 200 mg is suitable for people who develop diarrhea from high doses, but a single pill has not been relieved of leg pain. The body is very effective, thirdly, its price is reasonable, the package size is large, and a well-known company is honest ... May God bless you",53,"Document Excellent magnesium ... Firstly, 200 mg is suitable for people who develop diarrhea from high doses, but a single pill has not been relieved of leg pain. The body is very effective, thirdly, its price is reasonable, the package size is large, and a well-known company is honest ... May God bless you",0,negative
16567,Magnesium,4,Magnesium,"The only magnesium that actually works for me. Everyone is different so finding the one that works for you is essential, but after trying many others this does help with relaxation and sleep.",33,"Magnesium The only magnesium that actually works for me. Everyone is different so finding the one that works for you is essential, but after trying many others this does help with relaxation and sleep.",1,positive
64009,LactoBif,1,satisfied,"It's a very famous lactic acid bacterium, so I ate lactofit and passed. It's good.",15,"satisfied It's a very famous lactic acid bacterium, so I ate lactofit and passed. It's good.",0,negative
64009,LactoBif,4,Simple,I used it to boost my gut health however I haven't noticed a difference.,14,Simple I used it to boost my gut health however I haven't noticed a difference.,1,positive
62118,Omega,1,nonsense,"everything is bad - composition, form, only the price is cheap",11,"nonsense everything is bad - composition, form, only the price is cheap",0,negative
62118,Omega,4,Omega-3,"I need this to complement my omega-3 requirements and so far it has been of benefit to my heart, cholesterol and joint inflammation. This soft odourless gels comes in easy to swallow sizes and tastes. The package is quite big but the soft gels sizes are perfect for me. The fish oil quality is premium as stated on the bottle. Ingredient composition is excellent.",64,"Omega-3 I need this to complement my omega-3 requirements and so far it has been of benefit to my heart, cholesterol and joint inflammation. This soft odourless gels comes in easy to swallow sizes and tastes. The package is quite big but the soft gels sizes are perfect for me. The fish oil quality is premium as stated on the bottle. Ingredient composition is excellent.",1,positive
61865,VitaminC,2,Ball size too large,"The size of the ball is too big for my taste. The taste is okay and the usage is okay, the quantity is large and the quality seems to be okay.",31,"Ball size too large The size of the ball is too big for my taste. The taste is okay and the usage is okay, the quantity is large and the quality seems to be okay.",0,negative
67051,VeganVitaB,5,Methylated b complex,"I wanted to try methylated b complex and decided for this one. I am satisfied for now, only taking it for 8 days",23,"Methylated b complex I wanted to try methylated b complex and decided for this one. I am satisfied for now, only taking it for 8 days",1,positive
62118,Omega,2,Two stars,I was assigned two stars because the price does not increase the product is excellent,15,Two stars I was assigned two stars because the price does not increase the product is excellent,0,negative
16567,Magnesium,5,Good for anxiety,"I got this for Dysautonomia, it really helps. On top of that, it also helped me reduce my anxiety",19,"Good for anxiety I got this for Dysautonomia, it really helps. On top of that, it also helped me reduce my anxiety",1,positive
16567,Magnesium,1,bad,"I used to use magnesium from the Solgar company all the time and it was excellent..my wife and I tried this company and it was terrible..a headache for both of us, I don't know why..I threw it away",38,"bad I used to use magnesium from the Solgar company all the time and it was excellent..my wife and I tried this company and it was terrible..a headache for both of us, I don't know why..I threw it away",0,negative
64009,LactoBif,4,great,Big value pack. Excellent probiotics that can help maintain my gut health and my immune system feels better,18,great Big value pack. Excellent probiotics that can help maintain my gut health and my immune system feels better,1,positive
61865,VitaminC,4,Gold C,"Great-tasting vitamin C supplement with clean, high-quality ingredients. The flavor is natural and pleasant, with no artificial aftertaste. Sometimes hard on the stomach but absorbs well. After consistent use, hope it boosted immunity and helped with general health. A reliable daily antioxidant support, especially during high-stress seasons. Size is suitable.",50,"Gold C Great-tasting vitamin C supplement with clean, high-quality ingredients. The flavor is natural and pleasant, with no artificial aftertaste. Sometimes hard on the stomach but absorbs well. After consistent use, hope it boosted immunity and helped with general health. A reliable daily antioxidant support, especially during high-stress seasons. Size is suitable.",1,positive
16567,Magnesium,1,Does not work,"Hello! I bought this magnesium, buying into the name ""highly absorbable magnesium"". For 3 months of taking, I did not see a clear action, no relaxation before bedtime, nothing. And it was very uncomfortable to drink 4 capsules to achieve a therapeutic dose of 400 mg. But starting to take magnesium malate KAL immediately felt its effect, I began to fall asleep well, sleep became sound, cramps disappeared. During pregnancy I took magnesium malate from KAL, it is much better. If my review was helpful to you, please click ""Yes"". Thanks for attention!",93,"Does not work Hello! I bought this magnesium, buying into the name ""highly absorbable magnesium"". For 3 months of taking, I did not see a clear action, no relaxation before bedtime, nothing. And it was very uncomfortable to drink 4 capsules to achieve a therapeutic dose of 400 mg. But starting to take magnesium malate KAL immediately felt its effect, I began to fall asleep well, sleep became sound, cramps disappeared. During pregnancy I took magnesium malate from KAL, it is much better. If my review was helpful to you, please click ""Yes"". Thanks for attention!",0,negative
62118,Omega,2,Good product but sometimes it tastes like fish,"Excellent product, but sometimes after I take it, I get a fishy taste in my esophagus that almost makes me throw up. It doesn't always happen, but when it does, it's shocking. It's not recommended for those who are sensitive to the taste of fish.",45,"Good product but sometimes it tastes like fish Excellent product, but sometimes after I take it, I get a fishy taste in my esophagus that almost makes me throw up. It doesn't always happen, but when it does, it's shocking. It's not recommended for those who are sensitive to the taste of fish.",0,negative
64009,LactoBif,1,hmm....,I'm not sure if it works. It actually makes me feel even more upset.,14,hmm.... I'm not sure if it works. It actually makes me feel even more upset.,0,negative
67051,VeganVitaB,2,B complex,"Regular product, I consider that it did not meet the expected results",12,"B complex Regular product, I consider that it did not meet the expected results",0,negative
16567,Magnesium,2,magnese,"I purchased the magnesium product because it contains an ingredient called magtin because it is said to be more effective for muscle pain and sleep. It is well posed and the size of the pill is not very large, making it convenient to take.",44,"magnese I purchased the magnesium product because it contains an ingredient called magtin because it is said to be more effective for muscle pain and sleep. It is well posed and the size of the pill is not very large, making it convenient to take.",0,negative
61865,VitaminC,1,"no effect at all i didn't like at all, won't buy","no effect at all i didn't like at all, won't buy",11,"no effect at all i didn't like at all, won't buy no effect at all i didn't like at all, won't buy",0,negative
61865,VitaminC,4,Vitamin C,"This has a good quality of vitamin C. The ingredients are great. We need vitamins C for our immunity. The size of the bottle is small which is great and the capsule size is of regular size, i wish it would be a smaller gel type would be much easier to swallow. Packaging is ok, its properly sealed.",58,"Vitamin C This has a good quality of vitamin C. The ingredients are great. We need vitamins C for our immunity. The size of the bottle is small which is great and the capsule size is of regular size, i wish it would be a smaller gel type would be much easier to swallow. Packaging is ok, its properly sealed.",1,positive
16567,Magnesium,5,Good,High absorption magnesium it benefits the joints and helps in the quality of sleep,14,Good High absorption magnesium it benefits the joints and helps in the quality of sleep,1,positive
62118,Omega,5,Use it many years!,Great quality ! This fish oil is must have for every person who cares about their health !,18,Use it many years! Great quality ! This fish oil is must have for every person who cares about their health !,1,positive
67051,VeganVitaB,1,it's overdosed,b6 is toxic at 50mg in a daily basis . and this one has 100 mg of b6 b6 toxicity is really bad,23,it's overdosed b6 is toxic at 50mg in a daily basis . and this one has 100 mg of b6 b6 toxicity is really bad,0,negative
61865,VitaminC,2,good,Good quality ingredients Vitamin C is good for immunity and skin and antioxidants The taste is palatable The quantity is enough for two months Take one pill,27,good Good quality ingredients Vitamin C is good for immunity and skin and antioxidants The taste is palatable The quantity is enough for two months Take one pill,0,negative
67051,VeganVitaB,1,It smells terrible and is so yellow!,"It smells awful and is yellow! It smells like farts, and after eating it, my stomach felt bloated, my head hurt, and I felt really uncomfortable! I will never buy it again! I'm throwing it away immediately!",37,"It smells terrible and is so yellow! It smells awful and is yellow! It smells like farts, and after eating it, my stomach felt bloated, my head hurt, and I felt really uncomfortable! I will never buy it again! I'm throwing it away immediately!",0,negative
61865,VitaminC,2,I don't trust this vitamin,"It may be good, but given the price and synthetic origin, it does not inspire confidence. My husband drank during the period of illness, because of covid, they said to take 1000 mg of vitamin C in the morning and in the evening. The disease was not serious, but problems caused by the consumption of this vitamin began, and urolithiasis was diagnosed. I believe that for your health you need to take better quality vitamins",75,"I don't trust this vitamin It may be good, but given the price and synthetic origin, it does not inspire confidence. My husband drank during the period of illness, because of covid, they said to take 1000 mg of vitamin C in the morning and in the evening. The disease was not serious, but problems caused by the consumption of this vitamin began, and urolithiasis was diagnosed. I believe that for your health you need to take better quality vitamins",0,negative
64009,LactoBif,2,I had to stop taking them,"I usually use probiotics a couple of times a year and I chose these because of the reviews. They didn't work well for me, they caused a lot of gas instead of regulating my digestion.",35,"I had to stop taking them I usually use probiotics a couple of times a year and I chose these because of the reviews. They didn't work well for me, they caused a lot of gas instead of regulating my digestion.",0,negative
64009,LactoBif,1,Stomach still so bloated,I have been taking these capsules for over two weeks without any improvement in my bloating. The only change is the multiplication of farts that I make all day long. I will not recommend it.,35,Stomach still so bloated I have been taking these capsules for over two weeks without any improvement in my bloating. The only change is the multiplication of farts that I make all day long. I will not recommend it.,0,negative
16567,Magnesium,1,Not the best Magnesium,Big and hard to swallow pills. You need to take 4 pills for a standard dose of 400mg. It doesn't help with relaxation or muscle cramps. It only helps with a better digestion- letting me think is it really a Bisglycenat or just a Magnesium Citrate.,46,Not the best Magnesium Big and hard to swallow pills. You need to take 4 pills for a standard dose of 400mg. It doesn't help with relaxation or muscle cramps. It only helps with a better digestion- letting me think is it really a Bisglycenat or just a Magnesium Citrate.,0,negative
16567,Magnesium,4,Good quality magnesium,"Good quality supplement. The capsules are easy to take, no side effects, and packaging is reliable. Overall satisfied with the product and will continue using it.",26,"Good quality magnesium Good quality supplement. The capsules are easy to take, no side effects, and packaging is reliable. Overall satisfied with the product and will continue using it.",1,positive
61865,VitaminC,5,Inexpensive way to get your Vitamin C,"The Gold C supplement is far less expensive than other brands with the same mg count. I believe this Vitamin C helps keep my immune system strong and helps me stay healthy. I rarely get colds and if I do, they tend to be short lived. The capsule is easy to swallow.",52,"Inexpensive way to get your Vitamin C The Gold C supplement is far less expensive than other brands with the same mg count. I believe this Vitamin C helps keep my immune system strong and helps me stay healthy. I rarely get colds and if I do, they tend to be short lived. The capsule is easy to swallow.",1,positive
16567,Magnesium,5,Rest well,This product helps me rest better. Hoping to see less water retention by taking it consistently.,16,Rest well This product helps me rest better. Hoping to see less water retention by taking it consistently.,1,positive
61865,VitaminC,2,Not A Good Choice,Used these with glutathion. No result. Feel some lump in throat after its use.will not buy it again definitely.,19,Not A Good Choice Used these with glutathion. No result. Feel some lump in throat after its use.will not buy it again definitely.,0,negative
67051,VeganVitaB,2,"Personally, I do not recommend it.","I'm not a big fan of this company. The plastic packaging and low-quality labels are disappointing. The doses are very high, more than the body can absorb, with most being excreted in urine. At this price, I would choose something else.",41,"Personally, I do not recommend it. I'm not a big fan of this company. The plastic packaging and low-quality labels are disappointing. The doses are very high, more than the body can absorb, with most being excreted in urine. At this price, I would choose something else.",0,negative
61865,VitaminC,5,Vitamin C,"These vitamins are a really good deal for 60 capsules. I have switched to Solaray liposomal vitamin C so didn't even finished this bottle of vitamins. I think they taste fine and have high potency, but they didn't stick with me.",41,"Vitamin C These vitamins are a really good deal for 60 capsules. I have switched to Solaray liposomal vitamin C so didn't even finished this bottle of vitamins. I think they taste fine and have high potency, but they didn't stick with me.",1,positive
62118,Omega,1,"Cheaper, just for nothing !!","I bought it in joint purchases, a bank for 225 rubles! If you subtract $ for a review, it turns out 150 rubles !!! 150, Karl !!! It's very cheap for such an omega! Took 2 cans. Thanks Iherb! I supplement the review by drinking one can: all the same, a good thing cannot be so cheap, I made a test by freezing this omega and omega Norwegian (whose price is higher than ao many times) in the freezer, this one became cloudy and shriveled, it did not change at all. drink at all, than drink, God knows what, though for a penny ... I will not take more",109,"Cheaper, just for nothing !! I bought it in joint purchases, a bank for 225 rubles! If you subtract $ for a review, it turns out 150 rubles !!! 150, Karl !!! It's very cheap for such an omega! Took 2 cans. Thanks Iherb! I supplement the review by drinking one can: all the same, a good thing cannot be so cheap, I made a test by freezing this omega and omega Norwegian (whose price is higher than ao many times) in the freezer, this one became cloudy and shriveled, it did not change at all. drink at all, than drink, God knows what, though for a penny ... I will not take more",0,negative
16567,Magnesium,2,Glycinete,"I previously tried the same type of glycine from NOW Foods and it helped me with sleep and muscle tone, so I decided to switch and try this company since it's the same type and cheaper.",36,"Glycinete I previously tried the same type of glycine from NOW Foods and it helped me with sleep and muscle tone, so I decided to switch and try this company since it's the same type and cheaper.",0,negative
61865,VitaminC,5,Great quality & good pricing!,Better pricing than the national brands with good quality. I would definitely buy again.,14,Great quality & good pricing! Better pricing than the national brands with good quality. I would definitely buy again.,1,positive
67051,VeganVitaB,4,Always need vitamin b,Everything is good but the weird taste.Need to drink much more water with it . but the size and quality is good,22,Always need vitamin b Everything is good but the weird taste.Need to drink much more water with it . but the size and quality is good,1,positive
67051,VeganVitaB,4,Had better,"This is quite a good B complex, not as good as Thorne but Life Extension don't claim to be Thorne. They are a good mid level company with good products. This is product is one such example.",37,"Had better This is quite a good B complex, not as good as Thorne but Life Extension don't claim to be Thorne. They are a good mid level company with good products. This is product is one such example.",1,positive
64009,LactoBif,2,Without enthusiasm,"Sawed 2 months, did not see the effect. Perhaps you had to drink longer.",14,"Without enthusiasm Sawed 2 months, did not see the effect. Perhaps you had to drink longer.",0,negative
67051,VeganVitaB,2,No effect,"My job requires physical strength, but I get tired easily regardless of whether I drink or not, and I didn't notice any effect on my skin.There's no difference even if I don't drink anymore.",34,"No effect My job requires physical strength, but I get tired easily regardless of whether I drink or not, and I didn't notice any effect on my skin.There's no difference even if I don't drink anymore.",0,negative
64009,LactoBif,2,More and more expensive,"It's getting more and more expensive as time goes by, and the price has been increased several times.",18,"More and more expensive It's getting more and more expensive as time goes by, and the price has been increased several times.",0,negative
64009,LactoBif,4,probiotics,"per research, the best value and quality product found. high probiotic CFU. I took them in hopes of fixing my digestion (bloating and noxious flatulence), but sadly I saw no change. But with my condition or application, this might have never been the right choice in first place (taking probiotics to aid against bloating and flatulence). nice packing, small capsules for easy swallowing.",63,"probiotics per research, the best value and quality product found. high probiotic CFU. I took them in hopes of fixing my digestion (bloating and noxious flatulence), but sadly I saw no change. But with my condition or application, this might have never been the right choice in first place (taking probiotics to aid against bloating and flatulence). nice packing, small capsules for easy swallowing.",1,positive
62118,Omega,4,hearts healthy,The quality of this product is perfect. Omega 3 or fish oil is important to your heart health and improves cholesterol in your blood benefit. Ingredients of omega is suitable for all ages and easy to swallow. Omega oil helps hair health and stomach inflammation. Packaged in container for easy use.,51,hearts healthy The quality of this product is perfect. Omega 3 or fish oil is important to your heart health and improves cholesterol in your blood benefit. Ingredients of omega is suitable for all ages and easy to swallow. Omega oil helps hair health and stomach inflammation. Packaged in container for easy use.,1,positive
62118,Omega,5,Good,The ingredient is really of premium quality. It work good on my hair and joints. And it also work on my cholesterol level. Though the taste is a bit strong but still manageable. Hope this product could help on my overall heart health too.,44,Good The ingredient is really of premium quality. It work good on my hair and joints. And it also work on my cholesterol level. Though the taste is a bit strong but still manageable. Hope this product could help on my overall heart health too.,1,positive
16567,Magnesium,2,It was okay.,"I bought this because the one I usually drink was out of stock, but it was pretty effective. It doesn't work for everyone, so that's just how it is.",29,"It was okay. I bought this because the one I usually drink was out of stock, but it was pretty effective. It doesn't work for everyone, so that's just how it is.",0,negative
61865,VitaminC,5,Good quality and good service and good customer service help the customer always,Good quality and good service and good customer service help the customer always,13,Good quality and good service and good customer service help the customer always Good quality and good service and good customer service help the customer always,1,positive
16567,Magnesium,5,wow so good,as a person with sleep issues this is a life saver,11,wow so good as a person with sleep issues this is a life saver,1,positive
64009,LactoBif,4,Packaging seemed great,I keep buying it and not taking it full course. After stating taking it I feel improvements in my bowel movements but I realized that pills are not really easy to take.,32,Packaging seemed great I keep buying it and not taking it full course. After stating taking it I feel improvements in my bowel movements but I realized that pills are not really easy to take.,1,positive
67051,VeganVitaB,1,"Long lasting niacin rash (flush) from this product, with food or not","Burning, prickly, amazingly long-lasting rash (flush) from the niacin in this product. They should be using all niacinamide. I take it with food and still get this annoying, painful rash on my face, hands, forearms, and knee caps. I'm returning it.",41,"Long lasting niacin rash (flush) from this product, with food or not Burning, prickly, amazingly long-lasting rash (flush) from the niacin in this product. They should be using all niacinamide. I take it with food and still get this annoying, painful rash on my face, hands, forearms, and knee caps. I'm returning it.",0,negative
67051,VeganVitaB,2,It didn't suit me...,"I got a headache and felt sick. I think it depends on the person whether it suits them or not. This is just my personal opinion, but I think it's a good supplement for those who like it!",38,"It didn't suit me... I got a headache and felt sick. I think it depends on the person whether it suits them or not. This is just my personal opinion, but I think it's a good supplement for those who like it!",0,negative
67051,VeganVitaB,4,Feel some difference.,Buy for my wife and she claimed that it makes some difference.,12,Feel some difference. Buy for my wife and she claimed that it makes some difference.,1,positive
16567,Magnesium,5,Helps me sleep!,I take the two pills every night about 2-3 hours before bed (along with some other vitamins) and I truly believe it helps me sleep better through the night.,29,Helps me sleep! I take the two pills every night about 2-3 hours before bed (along with some other vitamins) and I truly believe it helps me sleep better through the night.,1,positive
64009,LactoBif,2,Purchased because of constipation,"There's no effect. I'm taking it for a headache, but it's not having any effect.",15,"Purchased because of constipation There's no effect. I'm taking it for a headache, but it's not having any effect.",0,negative
61865,VitaminC,5,Good,it works its safe for my stomech and its my regular vitamin c,13,Good it works its safe for my stomech and its my regular vitamin c,1,positive
64009,LactoBif,5,Highly recommended,"I've been using this for the last few years, often after taking antibiotics, it's also helped with my constipation and has improved my mood.",24,"Highly recommended I've been using this for the last few years, often after taking antibiotics, it's also helped with my constipation and has improved my mood.",1,positive
16567,Magnesium,5,Nice combination!,This 3 minerals added provide big benefits for body! And help in sleeping After taking few nights not much effect but i hope to see improvement soon!!,27,Nice combination! This 3 minerals added provide big benefits for body! And help in sleeping After taking few nights not much effect but i hope to see improvement soon!!,1,positive
61865,VitaminC,5,gold c,"quality as expected. ingredients ans size are 100% safe. MG, package, effect. taste neutral.great antioxidant",15,"gold c quality as expected. ingredients ans size are 100% safe. MG, package, effect. taste neutral.great antioxidant",1,positive
61865,VitaminC,5,Good buy,"Pricing is good and I trust this brand ""California Gold"" so I will say it's of top quality ingredients. Small to normal in size. I will buy again.",28,"Good buy Pricing is good and I trust this brand ""California Gold"" so I will say it's of top quality ingredients. Small to normal in size. I will buy again.",1,positive
67051,VeganVitaB,5,EXCELLENT!!!,"I love this product and had been using it for many bottles already! It has the complete B12 ingredients needed! GREAT effect, good quality, good brand, reasonable price and always long expiration date. I recommend this product to anyone who want to boost up their energy level. PLS Thumbs up if I have helped you someway with this review.",59,"EXCELLENT!!! I love this product and had been using it for many bottles already! It has the complete B12 ingredients needed! GREAT effect, good quality, good brand, reasonable price and always long expiration date. I recommend this product to anyone who want to boost up their energy level. PLS Thumbs up if I have helped you someway with this review.",1,positive
61865,VitaminC,5,Reliable Vitamin C for Strong Immunity,"High-quality Vitamin C supplement without unpleasant taste or stomach issues. Capsules are easy to swallow, even on an empty stomach. Excellent immune booster, especially during cold and flu seasons.",29,"Reliable Vitamin C for Strong Immunity High-quality Vitamin C supplement without unpleasant taste or stomach issues. Capsules are easy to swallow, even on an empty stomach. Excellent immune booster, especially during cold and flu seasons.",1,positive
